preferred_category,preferred_type,preferred_genre,content_category,content_type,primary_genre,category_match,type_match,genre_overlap_count,genre_overlap_ratio,view_count,log_views,days_since_publish,freshness_score,label
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3370.0,8.12296471523406,508,0.4355555555555556,0.700141503414876
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,649.0,6.476972362889683,185,0.7944444444444445,0.09440019986208457
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2898.0,7.972121128921655,679,0.24555555555555553,0.6669902253187391
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,2,1.0,,8.508354242749032,584,0.35111111111111115,0.3227584129552208
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3229.0,8.080237416216702,66,0.9266666666666666,0.14610390516153182
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4054.0,8.307705966549513,130,0.8555555555555556,0.7152501680016466
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,,7.64826303090192,778,0.13555555555555554,0.6686422583613245
MOVIE,FILM,,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3947.0,8.280964400553373,573,0.3633333333333333,0.6321890324981243
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4194.0,8.341648618901306,167,0.8144444444444444,0.24486985183134594
,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,4131.0,8.326516830239528,87,0.9033333333333333,0.8902045520598253
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2426.0,7.794411205726601,395,0.5611111111111111,0.942350879885692
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3358.0,8.119398589612294,815,0.09444444444444444,0.10002647028248002
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3651.0,8.20303024171486,620,0.3111111111111111,0.6611318698734291
MOVIE,FILM,Sci-Fi,,DOCUMENTARY,History,0.0,1.0,1,0.5,3743.0,8.227909837597483,756,0.16000000000000003,0.45909170062619775
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4452.0,8.401333305321703,469,0.4788888888888889,0.7041534056236735
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,1269.0,7.146772179452637,17,0.9811111111111112,0.7468656129964873
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4453.0,8.401557847817314,324,0.64,0.09791059206126786
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1444.0,7.275864600546533,610,0.3222222222222222,0.06777254912493541
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,,7.923348211930154,539,0.4011111111111111,0.720764754356934
,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2523.0,7.8336002236611035,189,0.79,0.1551480880822917
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1677.0,7.425357887027151,819,0.08999999999999997,0.6619340832738849
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2243.0,7.716015266642587,473,0.47444444444444445,0.3461973277946716
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4003.0,8.295049140435111,82,0.9088888888888889,0.10670276556948591
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2383.0,7.776535028185241,859,0.04555555555555557,0.6820965970403882
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,305.0,5.723585101952381,188,0.7911111111111111,0.7016895214049788
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,,301,0.6655555555555556,
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,,6.7464121285733745,557,0.38111111111111107,0.25441439133767885
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,294.0,5.68697535633982,6,0.9933333333333333,0.8609462627223687
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4275.0,8.360773272144936,52,0.9422222222222222,0.9256049098186442
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2498.0,7.823645930834952,347,0.6144444444444445,0.07977401613969955
MOVIE,FILM,Comedy,,SERIES,Action,0.0,1.0,0,0.0,1544.0,7.3427791893318455,330,0.6333333333333333,0.41292416153682066
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,0.0,1.0,0,0.0,3224.0,8.078688229229872,156,0.8266666666666667,0.3789283168225844
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,294.0,5.68697535633982,416,0.5377777777777778,0.2060821746172617
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3208.0,8.073714641109857,226,0.7488888888888889,0.094719450470298
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,929.0,6.835184586147301,339,0.6233333333333333,0.09634726997297186
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1119.0,7.02108396428914,464,0.48444444444444446,0.2933434387184797
,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,2246.0,7.717351272185329,195,0.7833333333333333,0.968700072800192
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,7.01571242048723,697,0.2255555555555555,0.31231163315587174
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,177.0,5.181783550292085,200,0.7777777777777778,0.6947977692004843
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2276.0,7.7306140660637395,232,0.7422222222222222,0.7461671769010616
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3100.0,8.03947991910045,185,0.7944444444444445,0.09569757871880903
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,2,1.0,1869.0,7.533693709848633,266,0.7044444444444444,0.33101377759546846
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,,7.243512974665482,51,0.9433333333333334,0.8874837146929919
MOVIE,FILM,Sci-Fi,,SERIES,Drama,0.0,0.0,0,0.0,2598.0,7.8628820346414905,7,0.9922222222222222,0.1357026263549715
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1900.0,7.550135342488429,524,0.4177777777777778,0.9407122039041936
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3034.0,8.017966703493599,898,0.0022222222222222365,0.06841623992668218
SERIES,SERIES,Drama,,SERIES,Comedy,0.0,1.0,0,0.0,4091.0,8.316789127071518,760,0.15555555555555556,0.3211248674332877
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,0,0.0,2767.0,7.92588031673756,752,0.1644444444444444,0.06109289590159424
MOVIE,FILM,Action,,FILM,Action,0.0,1.0,2,1.0,3960.0,8.284251797621916,897,0.0033333333333332993,0.5301253203525157
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,525.0,6.26530121273771,748,0.16888888888888887,0.6744543797447764
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2742.0,7.916807490937603,127,0.8588888888888889,0.7097563778156636
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4008.0,8.296297112642508,540,0.4,0.9152256906054592
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2447.0,7.803026643632217,476,0.47111111111111115,0.06590644825534023
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,3038.0,8.019283792916793,458,0.49111111111111116,0.2742662792644894
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,644.0,6.4692503167957724,621,0.31000000000000005,0.6980775711225292
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,,8.101071503119543,780,0.1333333333333333,0.6853073711360207
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4705.0,8.456593569287309,453,0.4966666666666667,0.11114784789021019
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,846.0,6.741700694652055,781,0.13222222222222224,0.012115723835901458
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4275.0,8.360773272144936,52,0.9422222222222222,0.9256049098186442
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1180.0,7.074116816197362,680,0.24444444444444446,0.6871368281843142
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2513.0,7.829630389150193,552,0.3866666666666667,0.674420629032635
SERIES,SERIES,Drama,,SERIES,Comedy,0.0,1.0,0,0.0,2954.0,7.991253929840199,106,0.8822222222222222,0.4038527939034891
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,750.0,6.621405651764134,652,0.27555555555555555,0.0640160518999126
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4334.0,8.374476889214643,788,0.12444444444444447,0.3219515464538344
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,962.0,6.870053411798126,865,0.03888888888888886,0.5995706002647466
SERIES,SERIES,Drama,,DOCUMENTARY,Science,1.0,1.0,0,0.0,4637.0,8.442038517815478,369,0.5900000000000001,0.6929231979371662
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4043.0,8.304989580140361,438,0.5133333333333333,0.3372909673383443
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4480.0,8.407601514786142,314,0.6511111111111111,0.95108793482916
SERIES,SERIES,,SERIES,SERIES,Drama,1.0,1.0,0,0.0,2543.0,7.841492924460013,226,0.7488888888888889,0.7446776565812371
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3464.0,8.150467911624004,489,0.45666666666666667,0.9923454670751315
MOVIE,FILM,Comedy,,FILM,Sci-Fi,1.0,1.0,0,0.0,2111.0,7.655390644826152,187,0.7922222222222222,0.7323212052211463
SERIES,SERIES,,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4283.0,8.36264243156764,442,0.508888888888889,1.0
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,4129.0,8.326032685955079,77,0.9144444444444444,0.2249056567451206
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2184.0,7.68937110752969,39,0.9566666666666667,0.7662944869916928
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2174.0,7.684783943522785,97,0.8922222222222222,0.1327913881299816
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4958.0,8.508959386489133,148,0.8355555555555556,0.9937083103693196
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2611.0,7.867871490396322,295,0.6722222222222223,0.07352178493527506
,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3030.0,8.016647877057803,396,0.56,0.1817994928654033
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4874.0,8.491875383431948,730,0.18888888888888888,0.37795292307624734
,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1270.0,7.147559271189454,14,0.9844444444444445,0.7650949957812835
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,752.0,6.6240652277998935,324,0.64,0.7348721843802528
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1717.0,7.4489161025442,710,0.21111111111111114,0.9364081801525842
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3097.0,8.038512020976814,573,0.3633333333333333,0.6881679673309087
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,,247,0.7255555555555555,
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1285.0,7.1592919047975645,6,0.9933333333333333,0.7377376787458686
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,499.0,6.214608098422191,103,0.8855555555555555,0.7549285920304322
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3588.0,8.185628891147607,556,0.38222222222222224,0.7352103717588492
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4763.0,8.46884293047519,408,0.5466666666666666,0.1179565483088081
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2805.0,7.939515260662406,366,0.5933333333333333,0.7215585285074674
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,294.0,5.68697535633982,6,0.9933333333333333,0.8609462627223687
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,111.0,4.718498871295094,483,0.4633333333333334,0.6997182089436846
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2603.0,7.86480400332846,666,0.26,0.6600764061091166
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4824.0,8.481566013773087,215,0.7611111111111111,0.7429379619321216
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,351.0,5.863631175598097,96,0.8933333333333333,0.23766531497469653
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2078.0,7.639642287858013,346,0.6155555555555556,0.0607855823123663
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1519.0,7.326465613840322,639,0.29000000000000004,0.7154318024237065
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,848.0,6.744059186311348,840,0.06666666666666665,0.0014800472724281755
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,720.0,6.580639137284949,498,0.44666666666666666,0.14080590696355288
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,3293.0,8.099857910737585,627,0.30333333333333334,0.09716013394211503
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,191.0,5.2574953720277815,864,0.040000000000000036,0.04123302076822
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,202.0,5.313205979041787,312,0.6533333333333333,0.939969641012517
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,233.0,5.455321115357702,590,0.34444444444444444,0.7048149991792557
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,259.0,5.560681631015528,887,0.014444444444444482,0.6070790215217019
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3204.0,8.07246736935477,398,0.5577777777777777,0.7270514048627812
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3946.0,8.280711075662847,481,0.4655555555555555,0.05375300353898775
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2822.0,7.945555428253489,669,0.2566666666666667,0.6700470987798596
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2136.0,7.667158255319148,511,0.4322222222222222,0.6863343933113252
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2832.0,7.949091499830517,751,0.16555555555555557,0.7832362873665384
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2851.0,7.955775781534187,832,0.0755555555555556,0.6738754712909539
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2184.0,7.68937110752969,49,0.9455555555555556,0.6840498469791881
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,696.0,6.546785410760524,268,0.7022222222222223,0.8382015686934831
MOVIE,FILM,,SERIES,SERIES,Action,1.0,1.0,0,0.0,,,899,0.0011111111111110628,
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2048.0,7.6251071482389,496,0.4488888888888889,0.0710786305001803
MOVIE,FILM,,SERIES,SERIES,Action,1.0,1.0,0,0.0,,8.276903481267057,766,0.14888888888888885,0.6458055877991429
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4054.0,8.307705966549513,130,0.8555555555555556,0.7152501680016466
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1097.0,7.001245622069476,488,0.45777777777777773,0.0299900865509148
,FILM,Comedy,,SERIES,Action,0.0,1.0,0,0.0,4425.0,8.395251520610994,685,0.23888888888888893,0.3423052828422909
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3447.0,8.145549631783584,282,0.6866666666666666,0.6852544399498827
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4323.0,8.371936178759098,454,0.4955555555555555,0.7929545234884591
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,728.0,6.591673732008658,379,0.5788888888888889,0.7435607816916532
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3991.0,8.292047637431354,814,0.0955555555555555,0.6319065357862352
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,6.5722825426940075,33,0.9633333333333334,0.10621723045593548
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4650.0,8.444837529224097,359,0.6011111111111112,0.6462057021484495
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2340.0,7.75833346749091,734,0.1844444444444444,0.6815007107102583
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,973.0,6.881411303642535,60,0.9333333333333333,1.0
,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2509.0,7.828038032125829,563,0.37444444444444447,0.10371093323046639
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2932.0,7.983781068977451,540,0.4,0.7312177600103437
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3427.0,8.13973227971767,223,0.7522222222222222,0.08101829459043369
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,551.0,6.313548046277095,581,0.35444444444444445,0.6756578009514618
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,,8.438366410870266,546,0.3933333333333333,0.9769227670486775
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,492.0,6.20050917404269,136,0.8488888888888889,0.7158095352709763
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,591.0,6.3835066348840055,643,0.28555555555555556,0.9511342945833685
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,4397.0,8.388905171114706,51,0.9433333333333334,0.7108096053273857
,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3846.0,8.255048902752295,431,0.5211111111111111,0.08416189458696849
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1046.0,6.953684210870537,174,0.8066666666666666,0.3740486176421169
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1605.0,7.381501894506707,86,0.9044444444444444,0.7299750481743754
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1192.0,7.084226422097916,35,0.9611111111111111,0.857766369045132
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,80.0,4.394449154672439,801,0.10999999999999999,0.612051845624062
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1505.0,7.317212408359839,414,0.54,0.7247096787204163
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,198.0,5.293304824724492,284,0.6844444444444444,0.11386510733590809
,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,46.0,3.8501476017100584,453,0.4966666666666667,0.0842339469645904
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,,0,1.0,
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,601.0,6.400257445308821,568,0.36888888888888893,0.03212310707340124
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2538.0,7.839525581704678,590,0.34444444444444444,0.6267547157134779
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,560.0,6.329720905522696,392,0.5644444444444445,0.11117930899002082
MOVIE,FILM,,,FILM,Action,0.0,1.0,0,0.0,,,543,0.3966666666666666,
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2481.0,7.8168199657645525,364,0.5955555555555556,0.0690922833167444
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2052.0,7.627057417018934,695,0.22777777777777775,0.6935752029477993
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,2678.0,7.893198869544609,652,0.27555555555555555,0.9371559082387442
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,4868.0,8.4906438561827,722,0.19777777777777783,0.05468609606656863
DOCUMENTARY,DOCUMENTARY,,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1102.0,7.005789019253503,516,0.42666666666666664,0.08393074321620579
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,268.0,5.594711379601839,489,0.45666666666666667,0.8347024097532834
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4006.0,8.295798110636145,260,0.7111111111111111,0.867281128776832
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,,8.480736654405622,783,0.13,0.6539602962836131
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,8.509967146324497,765,0.15000000000000002,0.29831910932254385
MOVIE,FILM,Sci-Fi,,SERIES,Drama,0.0,0.0,0,0.0,1355.0,7.212294468500341,431,0.5211111111111111,0.017581525434643266
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1928.0,7.564757012905729,131,0.8544444444444445,0.8105436552045477
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2825.0,7.946617563244473,336,0.6266666666666667,0.04389928105521674
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1794.0,7.492760300922379,869,0.0344444444444445,0.05866884207159215
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1160.0,7.057036981697891,869,0.0344444444444445,0.8773156010829101
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,8.0774471493312,416,0.5377777777777778,0.03905750986717556
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,724.0,6.586171654854675,575,0.36111111111111116,0.07878283059105455
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1554.0,7.349230824613334,808,0.10222222222222221,0.6599432632756397
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4862.0,8.489410810403786,494,0.45111111111111113,0.7422025836906143
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,572.0,6.35088571671474,446,0.5044444444444445,0.6743860136186158
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2702.0,7.902117546276448,240,0.7333333333333334,0.709239153605566
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1721.0,7.451241684987676,236,0.7377777777777778,0.05942939700502657
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4583.0,8.430327258394575,472,0.4755555555555555,0.938961179342294
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,853.0,6.74993119378857,891,0.010000000000000009,0.6373150083111553
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4558.0,8.424858580213442,433,0.518888888888889,0.7542839380098506
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1941.0,7.571473648851271,859,0.04555555555555557,0.1830921208111723
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3057.0,8.025516386489008,134,0.8511111111111112,0.6521115080984881
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1742.0,7.463363045520021,14,0.9844444444444445,0.7615461515188638
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4856.0,8.488176242345745,228,0.7466666666666666,0.9710978867211983
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,945.0,6.852242569051878,35,0.9611111111111111,0.10400069648709384
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,731.0,6.595780513961311,50,0.9444444444444444,0.7618385978956898
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2299.0,7.7406644019172415,436,0.5155555555555555,0.05116332987995656
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3425.0,8.139148678884066,448,0.5022222222222222,0.06436458362885683
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1144.0,7.0431599159883405,206,0.7711111111111111,0.14853598729434161
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,520.0,6.255750041753367,24,0.9733333333333334,0.8121800573931519
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2452.0,7.8050670442584895,256,0.7155555555555555,0.06452417951966893
DOCUMENTARY,DOCUMENTARY,History,,FILM,Drama,0.0,0.0,0,0.0,4761.0,8.468423027046809,230,0.7444444444444445,0.13459541599440175
